2.0908274022,1.9331753222,1.6543671432,1.6541981165,1.5296271261,1.4838884697,1.4417228583,1.4508795621,1.4291683725,1.4210514181
3.5544740316,3.3892772842,3.1674437462,3.0730148027,2.8930727336,2.8226693107,2.6321448405,2.4875785114,2.4761308188,2.4269628654
2.3515000789,2.4176366874,2.1769366456,2.0280300169,1.9291673416,1.8393973221,1.7677483131,1.7161573873,1.6704214673,1.6534182035
1174852076708.1311035156,671147060626.4121093750,790443063224.0841064453,946838985924.2044677734,884678568889.2750244141,867701011862.2330322266,935251689005.5455322266,986330869592.1099853516,1025923330168.0261230469,995259567107.0540771484
1174852076707.6660156250,462669221292.4882812500,881571318860.8648681641,753457209675.5418701172,511740881180.6077880859,438967052238.2022705078,387779574521.5621337891,342092977481.0141601562,405266815645.9454345703,491969344945.9305419922
2.2039169681,2.0063855707,1.8714745405,1.8430695527,1.7664817230,1.6987073580,1.6359922919,1.6207454692,1.6174028334,1.6062049637
2.3124041489,1.9179918894,1.8376584167,1.7380098522,1.6923397308,1.6421465161,1.5420917370,1.5179533739,1.5401455209,1.4959711864
783234717806.9927978516,1347449423197.3884277344,980762501614.0895996094,915052778515.9820556641,784273080363.2614746094,831549724429.2187500000,706447834340.3869628906,634937894601.9619140625,547372724861.9503173828,509892747674.6075439453
1.8351691311,1.8082497760,1.6681071661,1.6529241274,1.5183289493,1.4363303588,1.3832721620,1.3335226543,1.3416223407,1.3490686073
1.9494246086,1.7090004707,1.6041692763,1.6140262581,1.4971886265,1.4442147434,1.4274546578,1.4417120341,1.4264098632,1.4182005196
1.8865861473,1.6888073078,1.5648855342,1.5468078517,1.4556602440,1.3438252770,1.2810125162,1.2252798337,1.2325374766,1.2465683605
1.8986987852,1.8046818428,1.6724048274,1.6195973573,1.4969188277,1.4355884579,1.3623668371,1.3452503558,1.3398591898,1.3258093751
1.6395027243,1.6474409531,1.5480702567,1.4467408348,1.3639811457,1.3238516168,1.2772636668,1.2549729278,1.2474546504,1.2230371151
2.0364397345,1.7942776410,1.6319576857,1.5665034394,1.4868943204,1.4623996151,1.3440020383,1.2956375293,1.3108134656,1.3098329111
2.0415825876,1.8302836719,1.7175184425,1.6185123735,1.5122034501,1.4188254783,1.3721852077,1.3336613245,1.3294181452,1.3193671979
1.8166883656,1.7337867102,1.7293396879,1.6620665444,1.5794853463,1.5298408647,1.4383532945,1.3913483635,1.4093050576,1.4036916154
1.9958618998,1.9202924322,1.8510548536,1.7555757320,1.6488308324,1.5950258230,1.5225284096,1.4913598882,1.4949872942,1.4789184136
1.5923699564,1.5167865629,1.3312886946,1.3393510536,1.2412542689,1.2182834751,1.1822827631,1.1847796219,1.1619296352,1.1685133491
1.8102028724,1.5617419657,1.5231238249,1.4682973613,1.4407068830,1.3690345591,1.3272210196,1.2671682343,1.2651776448,1.2681565726
1566469435609.7377929688,2077695308108.0854492188,1844231371096.1765136719,1850932828183.2590332031,1557307715111.7385253906,1549072509511.8305664062,1280281932675.9750976562,1191974826758.9118652344,1246100836631.5805664062,1292652176393.3588867188
2.2996335063,2.1104088229,1.9446674268,1.9191813091,1.8185232737,1.7065982106,1.6198342410,1.5809312781,1.5492758103,1.5287472868
2.0706718113,1.5917934585,1.6109046653,1.4697760441,1.3770389638,1.3272893206,1.2883638528,1.2722945052,1.2906225004,1.2868150910
2.2523607470,2.1962122825,2.0874471811,2.0567691853,1.8531751031,1.7760069317,1.6885744930,1.6230814749,1.5957613026,1.6386545515
1.9739115824,1.8259772090,1.6274346620,1.5370995402,1.4551985467,1.3995044953,1.3535453889,1.3046526108,1.2807345858,1.2818393746
1.5953795269,1.5667994444,1.4385495522,1.3161000154,1.2743741102,1.2500076893,1.1759728375,1.1244134865,1.1065294290,1.1244083107
2.6594190867,2.2808766983,2.1974214888,2.1016413080,1.8386344713,1.8213490128,1.7643628766,1.7021439580,1.6662195298,1.6641570954
2.3593541621,2.1033830891,1.9934359887,1.8975415091,1.7869160785,1.6718849851,1.5279680427,1.4610224759,1.4243786528,1.4191874494
391617358903.7338256836,558892283689.4896240234,618776050142.8148193359,649031725808.3298339844,496690197826.4918212891,434673146127.3941650391,184821709019.3157348633,240436476825.7279357910,255386591462.0104370117,293908249398.7133789062
3.0318527435,2.6685316725,2.6343739696,2.4545068458,2.2628796886,2.1490501540,2.0244763255,1.8565337601,1.8556003798,1.8244854018
2.7836100605,2.8882903279,2.5319840166,2.6364519490,2.4595578342,2.3754062410,2.3123090921,2.2344626820,2.2404850334,2.2176120693
