0.8219324557,0.6838186474,0.6583965152,0.6691687759,0.6675192890,0.7009655943,0.6893112805,0.6620561358,0.6781972165,0.6762804780,0.7230810876,0.8285790966,0.6951870094,0.6855392988,0.7091107249,0.7699494121,0.9479217386,1.3770390400,0.7837537576,0.8147840676,0.8307158004,0.8392849575,0.8392849575,0.8392849575,0.9832098914,0.9921998011,0.9921998011,0.9921998011,0.9921998011,0.9921998011,1.0244495607,1.0487513743,1.0487513743,1.0487513743,1.0487513743,1.0487513743
0.8445720548,0.7089234880,0.6786521310,0.6844983764,0.6774232102,0.7002164267,0.7156916807,0.6803715128,0.6871346053,0.6699214555,0.7288098891,0.8118996772,0.7164676625,0.6984844345,0.7361984480,0.8183799130,0.9557997110,1.3744633893,0.8330325971,0.8558406195,0.9005581483,0.9193779150,0.9193779150,0.9193779150,1.0231119755,1.0512883252,1.0512883252,1.0512883252,1.0512883252,1.0512883252,1.0675870607,1.1090169512,1.1090169512,1.1090169512,1.1090169512,1.1090169512
0.8350099935,0.7112838810,0.6835699476,0.6859596898,0.6760108507,0.7042530762,0.7180685097,0.6792157254,0.6795436050,0.6792732049,0.7369235255,0.8425155390,0.7111976233,0.7035356811,0.7277276964,0.7870626911,0.9207942780,1.4000516189,0.8076284564,0.8372751718,0.8792757202,0.8869873328,0.8869873328,0.8869873328,1.0039701897,1.0293926376,1.0293926376,1.0293926376,1.0293926376,1.0293926376,1.0436484642,1.0800586191,1.0800586191,1.0800586191,1.0800586191,1.0800586191
0.8093534281,0.6793868531,0.6578568349,0.6654937677,0.6641414355,0.6838366805,0.6822111662,0.6565660739,0.6696897813,0.6813432396,0.7203963324,0.7816336089,0.6823796596,0.6825547695,0.7106130960,0.7340034955,0.8608387133,1.3581586964,0.7676112289,0.7991670785,0.8405597475,0.8476813536,0.8476813536,0.8476813536,0.9665929191,0.9762324533,0.9762324533,0.9762324533,0.9762324533,0.9762324533,1.0092620036,1.0338433954,1.0338433954,1.0338433954,1.0338433954,1.0338433954
0.8172430729,0.6863117163,0.6577124147,0.6729233422,0.6697251478,0.7001752910,0.6899259302,0.6609144655,0.6752313916,0.6772414338,0.7377397432,0.8292586539,0.6951509178,0.6790520675,0.7041927459,0.7624939388,0.8717080999,1.2541566183,0.7823528357,0.8173838684,0.8301204453,0.8380897321,0.8380897321,0.8380897321,0.9800257237,0.9913848309,0.9913848309,0.9913848309,0.9913848309,0.9913848309,1.0187833194,1.0422274511,1.0422274511,1.0422274511,1.0422274511,1.0422274511
0.8170387944,0.6818479623,0.6534271000,0.6601381170,0.6580823338,0.6950086788,0.6882026783,0.6562373320,0.6644452459,0.6714274030,0.7366102274,0.8383071167,0.6918232561,0.6732081385,0.7164267797,0.7731830873,0.8770181722,1.3236148678,0.7831132292,0.8100688210,0.8371535251,0.8481425366,0.8481425366,0.8481425366,0.9812626933,1.0012649418,1.0012649418,1.0012649418,1.0012649418,1.0012649418,1.0237203748,1.0534354293,1.0534354293,1.0534354293,1.0534354293,1.0534354293
0.8148330230,0.6824696152,0.6519289578,0.6574934532,0.6526298174,0.6719297339,0.6863190713,0.6552447285,0.6585770353,0.6550570076,0.7063992328,0.8228279069,0.6770248416,0.6733526924,0.7379991797,0.7984422319,0.9524212657,1.2876778949,0.7886662085,0.8163862797,0.8661007550,0.8755036595,0.8755036595,0.8755036595,0.9701675334,0.9825136324,0.9825136324,0.9825136324,0.9825136324,0.9825136324,1.0111194556,1.0333831874,1.0333831874,1.0333831874,1.0333831874,1.0333831874
0.8183555212,0.6939258563,0.6656188932,0.6730632391,0.6753715994,0.7070331007,0.6992328839,0.6692366481,0.6790351613,0.6791497098,0.7523394421,0.8588505284,0.7013195969,0.6992943664,0.7533971401,0.8088961269,0.9483338396,1.4277035782,0.8035881526,0.8399585500,0.8797348385,0.8857608248,0.8857608248,0.8857608248,0.9787047154,0.9977783244,0.9977783244,0.9977783244,0.9977783244,0.9977783244,1.0105273203,1.0356522334,1.0356522334,1.0356522334,1.0356522334,1.0356522334
0.8256548854,0.6915247624,0.6588103350,0.6652917438,0.6560605888,0.6766688975,0.6927496141,0.6632025284,0.6699768558,0.6628720086,0.7131018744,0.8673477323,0.6881095467,0.6609742228,0.7104076260,0.7868952983,0.9429863030,1.3185619719,0.7901116102,0.8023201041,0.8155392449,0.8243612588,0.8243612588,0.8243612588,0.9798725328,0.9957573577,0.9957573577,0.9957573577,0.9957573577,0.9957573577,1.0228534135,1.0496274101,1.0496274101,1.0496274101,1.0496274101,1.0496274101
0.8237950696,0.7072277533,0.6765605289,0.6838413258,0.6889167848,0.7222739569,0.7074915653,0.6801501827,0.6887806399,0.7128460355,0.7740079915,0.9034321123,0.7041151563,0.6956271114,0.7666480040,0.7992450201,0.9635358934,1.4788952535,0.7935648476,0.8358273185,0.8771824769,0.8819716520,0.8819716520,0.8819716520,0.9806461906,1.0006456455,1.0006456455,1.0006456455,1.0006456455,1.0006456455,1.0222932089,1.0545162980,1.0545162980,1.0545162980,1.0545162980,1.0545162980
