1.0242783949,0.9866282165,0.9340441912,0.8066663774,0.7837928930,0.7722288527,0.9718634059,0.8283100193,0.7636886293,0.7560840758,0.7957542364,0.9199881310,0.8210799071,0.7409953585,0.7695632336,0.9671351181,1.3597673618,1.5281166826,0.9205131814,0.8164258460,1.1876884136,1.4660433179,1.4660433179,1.4660433179,1.0284620778,1.0380007536,1.0963792458,1.0963792458,1.0963792458,1.0963792458,1.0345051663,1.0582229391,1.1196237735,1.1196237735,1.1196237735,1.1196237735
1.0164418613,0.9806800975,0.9257736812,0.7822601032,0.7504344544,0.7224064790,0.9670048704,0.8112518851,0.7394925495,0.6988479501,0.6880330106,0.7107801821,0.8069682723,0.7034337037,0.6502642310,0.8001525700,1.1335077195,1.5618780296,0.9035769029,0.7236464882,1.0122138917,1.2102207242,1.2102207242,1.2102207242,1.0166290139,0.9823851632,1.0019625921,1.0019625921,1.0019625921,1.0019625921,1.0225668741,1.0228096269,1.0640383110,1.0640383110,1.0640383110,1.0640383110
1.0195471160,0.9867414827,0.9428802070,0.8435807792,0.8184538860,0.8108618939,0.9746897479,0.8708260482,0.7969045545,0.7998797837,0.8468491199,0.9555700205,0.8655075603,0.7950102552,0.8395280141,0.9848186071,1.3102414832,1.5026936435,0.9439503905,0.8249887395,1.1559226141,1.6097880674,1.6097880674,1.6097880674,1.0257491594,1.0532255374,1.1265955877,1.1265955877,1.1265955877,1.1265955877,1.0311567133,1.0848090779,1.1745298562,1.1745298562,1.1745298562,1.1745298562
1.0260232937,0.9930130057,0.9485979510,0.8532223288,0.8231660162,0.8037807378,0.9804014355,0.8644728185,0.8030061596,0.7850792337,0.8296852326,0.9334508092,0.8541008404,0.7839517924,0.8258892183,1.0537158955,1.3941706386,1.5462143577,0.9232956173,0.8127864361,1.1922605191,1.5484725372,1.5484725372,1.5484725372,1.0274740697,1.0253888291,1.0728986551,1.0728986551,1.0728986551,1.0728986551,1.0357323150,1.0593395532,1.1116028345,1.1116028345,1.1116028345,1.1116028345
1.0217584423,0.9883110982,0.9398950043,0.8207513655,0.7981294833,0.7909285236,0.9746747474,0.8507964473,0.7744875384,0.7936458664,0.8756201295,1.1800500334,0.8495750193,0.7880733277,0.8690889145,1.2066625044,1.6508848680,1.6814267974,0.9412572133,0.8821911628,1.3144335053,1.6708496133,1.6708496133,1.6708496133,1.0256390037,1.0356647379,1.0858558844,1.0858558844,1.0858558844,1.0858558844,1.0321805136,1.0614831523,1.1239057370,1.1239057370,1.1239057370,1.1239057370
1.0243998583,0.9916964679,0.9475341592,0.8280217303,0.8048942347,0.8068869852,0.9797343825,0.8434043395,0.7921304139,0.7774633154,0.7738655763,0.8295219927,0.8499637755,0.7637619509,0.7607939722,0.8916718249,1.4438190875,1.7631334066,0.9451609461,0.8149926626,1.1366561012,1.3677988468,1.3677988468,1.3677988468,1.0261250332,1.0192804163,1.0580733908,1.0580733908,1.0580733908,1.0580733908,1.0311620040,1.0409651914,1.0892946662,1.0892946662,1.0892946662,1.0892946662
1.0179273542,0.9888690859,0.9514198463,0.8563021247,0.8362448947,0.8179061707,0.9788150781,0.8679374138,0.8210080045,0.7915404776,0.8018003906,0.8934707886,0.8707605403,0.7966055430,0.8119327436,0.9346688506,1.2830712471,1.5823128550,0.9459105943,0.8541354272,1.1989885204,1.5353093327,1.5353093327,1.5353093327,1.0165472121,1.0039625051,1.0393738183,1.0393738183,1.0393738183,1.0393738183,1.0223436650,1.0235017511,1.0649413144,1.0649413144,1.0649413144,1.0649413144
1.0196781618,0.9829320686,0.9291988567,0.7834294213,0.7674627247,0.7709300218,0.9702509219,0.8084017370,0.7529554663,0.7596593004,0.8106667460,0.9110975339,0.8181936664,0.7653169088,0.8108738788,0.9437294416,1.2668476242,1.5830584160,0.9292640320,0.8191584456,1.0365750917,1.3234994903,1.3234994903,1.3234994903,1.0191760904,0.9894181021,1.0217778621,1.0217778621,1.0217778621,1.0217778621,1.0266803392,1.0294966388,1.0707519936,1.0707519936,1.0707519936,1.0707519936
1.1509952600,1.1341211734,1.1261605496,1.3054199533,1.3039084588,1.2873600856,1.1127278828,1.2681814966,1.2040485482,1.4104533587,1.9493924931,2.7443371068,1.2377996189,1.4026838029,1.8313351290,2.8958671897,3.7626016810,4.9416633281,1.1800942276,1.5690705162,2.4323869454,2.9694445702,2.9694445702,2.9694445702,1.2382951501,1.6720116384,1.9678727793,1.9678727793,1.9678727793,1.9678727793,1.2475722364,1.7058372658,2.0556587871,2.0556587871,2.0556587871,2.0556587871
1.0194660471,0.9822489902,0.9286592551,0.7913515903,0.7670066891,0.7587816477,0.9685584896,0.8063601585,0.7514130965,0.7389059219,0.7503434011,0.8299418837,0.8114268319,0.7376788159,0.7626913206,0.8826094877,1.2674520344,1.4562419391,0.9197759198,0.7980883362,1.1519641068,1.3133160115,1.3133160115,1.3133160115,1.0196746276,0.9900674627,1.0151811778,1.0151811778,1.0151811778,1.0151811778,1.0255322281,1.0216579312,1.0604628885,1.0604628885,1.0604628885,1.0604628885
