Z,PCAES,SCG,FS,XB,B,K,T,FH,AWCD
0.0045721347,0.0072769953,0.0000000000,0.0046643555,0.0046870052,0.0045045045,0.0049844237,0.0121602564,0.0056603774,0.0000000000
0.0045773196,0.0074519231,0.0000000000,0.0047193878,0.0045711932,0.0044843049,0.0054982818,0.0127690100,0.0055555556,0.0000000000
0.0045594578,0.0088068182,0.0000000000,0.0047849984,0.0045688413,0.0040000000,0.0043613707,0.0050997783,0.0050847458,0.0000000000
0.0038555054,0.0053726170,0.0000000000,0.0038679327,0.0039389638,0.0037593985,0.0084345591,0.0042513863,0.0044776119,0.0000000000
0.0038662487,0.0053726170,0.0000000000,0.0039084507,0.0038598626,0.0035842294,0.0042780749,0.0112770147,0.0057692308,0.0000000000
0.0045603944,0.0060194175,0.0000000000,0.0046187454,0.0046830503,0.0046728972,0.0047138047,0.0058524173,0.0066666667,0.0000000000
0.0045585216,0.0074162679,0.0000000000,0.0047365052,0.0045594578,0.0038759690,0.0042168675,0.0052995392,0.0057692308,0.0000000000
0.0038659121,0.0069196429,0.0000000000,0.0039198376,0.0038581856,0.0037593985,0.0045070423,0.0045098039,0.0042857143,0.0000000000
0.0045792079,0.0080310881,0.0000000000,0.0047512039,0.0045693115,0.0045045045,0.0054054054,0.0122540734,0.0056603774,0.0000000000
0.0045660222,0.0079283887,0.0000000000,0.0047839672,0.0046433800,0.0049504950,0.0059925094,0.0064971751,0.0066666667,0.0000000000
0.0038605339,0.0054770318,0.0000000000,0.0039125837,0.0038642298,0.0037878788,0.0037037037,0.0046558704,0.0050000000,0.0000000000
0.0045524454,0.0068584071,0.0000000000,0.0047562935,0.0045664918,0.0044642857,0.0058181818,0.0051685393,0.0056603774,0.0000000000
0.0045510455,0.0064853556,0.0000000000,0.0046766379,0.0046741762,0.0041152263,0.0040229885,0.0106502842,0.0056603774,0.0000000000
0.0045721347,0.0078085642,0.0000000000,0.0046594606,0.0045683712,0.0042553191,0.0054607509,0.0056179775,0.0055555556,0.0000000000
0.0038541667,0.0062248996,0.0000000000,0.0038906414,0.0038642298,0.0044280443,0.0083251803,0.0045908184,0.0046875000,0.0000000000
0.0045459199,0.0075794621,0.0000000000,0.0047491710,0.0045938955,0.0047619048,0.0054794521,0.0059278351,0.0054545455,0.0000000000
0.0045825163,0.0069977427,0.0000000000,0.0046555521,0.0045777915,0.0086328925,0.0043076923,0.0054892601,0.0052631579,0.0000000000
0.0045454545,0.0071925754,0.0000000000,0.0046105919,0.0045603944,0.0043478261,0.0047058824,0.0055155875,0.0061224490,0.0000000000
0.0045735476,0.0072769953,0.0000000000,0.0046565286,0.0045773196,0.0045454545,0.0055944056,0.0104641645,0.0050000000,0.0000000000
0.0045636756,0.0063655031,0.0000000000,0.0046101132,0.0045538462,0.0038314176,0.0085128869,0.0048117155,0.0050000000,0.0000000000
0.0045627376,0.0064989518,0.0000000000,0.0047547655,0.0047517123,0.0045662100,0.0045161290,0.0053364269,0.0061224490,0.0000000000
0.0045721347,0.0094801223,0.0000000000,0.0047917116,0.0045707227,0.0042553191,0.0050541516,0.0052511416,0.0050847458,0.0000000000
0.0045547805,0.0072261072,0.0000000000,0.0046062870,0.0045801527,0.0049751244,0.0096243626,0.0058375635,0.0071428571,0.0000000000
0.0045496465,0.0067391304,0.0000000000,0.0046005595,0.0045683712,0.0044444444,0.0050156740,0.0057071960,0.0055555556,0.0000000000
0.0045702522,0.0077306733,0.0000000000,0.0046924540,0.0045711932,0.0044843049,0.0052631579,0.0060240964,0.0052631579,0.0000000000
0.0045613314,0.0092814371,0.0000000000,0.0046269279,0.0045740187,0.0047393365,0.0053691275,0.0115479115,0.0054545455,0.0000000000
0.0045547805,0.0071428571,0.0000000000,0.0046850269,0.0046727005,0.0040322581,0.0052287582,0.0152979498,0.0050000000,0.0000000000
0.0045603944,0.0073459716,0.0000000000,0.0045924700,0.0045552478,0.0041322314,0.0097287460,0.0050108932,0.0052631579,0.0000000000
0.0045627376,0.0077306733,0.0000000000,0.0046570170,0.0045589896,0.0039062500,0.0049844237,0.0098974292,0.0050000000,0.0000000000
0.0045585216,0.0062626263,0.0000000000,0.0046139458,0.0045603944,0.0042194093,0.0050793651,0.0055288462,0.0056603774,0.0000000000
